timestamp,command,description,status,execution_time,applog_count,applog_entries
2025-06-25T17:34:23.868886,,zGen1,failed,5.370231,0,
2025-06-25T17:34:29.240099,,zGen2,failed,5.054099,0,
2025-06-25T17:34:34.295163,,zGen3,failed,9.505782,0,
2025-06-25T17:34:43.802260,,zGen4,completed,6.166173,0,
2025-06-25T17:34:49.969654,,zGen4,failed,10.297546,0,
