Date,RV_Parkinson,RV_GarmanKlass,RV_RogersSatchell,RV_CloseToClose,average,zGen3lastm,zGen1,zGen3tf,zGen2,zGen4,ensemble
2024-01-16,0.0948520572678669,0.0944938722966856,0.0944938722966856,0.0963235723285407,0.095043841406641,0.09538478,0.110902,0.1047195,0.113656,0.1330181,0.0995871606
2024-01-17,0.0694900246552892,0.0712135488364941,0.0712135488364941,0.0693052121915707,0.0703114767290639,0.08872493,0.11285,0.10781031,0.123521,0.13963742,0.0967280261
2024-01-18,0.0789323323190612,0.0778556008334407,0.0778556008334407,0.0810635116051296,0.0789376259482033,0.0875446,0.114697,0.10678573,0.116805,0.13966185,0.094274492
2024-01-19,0.0750105049015322,0.0739645229390671,0.0739645229390671,0.0779210338791225,0.075232580498049,0.0846579599999999,0.112971,0.09989371,0.111468,0.13789973,0.09082426919999992
2024-01-22,0.067921647381961,0.071507081428281,0.071507081428281,0.0652901884865555,0.0691062303350266,0.07633959,0.112782,0.0973265999999999,0.11146,0.14250626,0.0844172843
2024-01-23,0.0480851158297716,0.0490575243329746,0.0490575243329746,0.0471710929295754,0.04834917724195,0.08509812,0.110119,0.09226074,0.106982,0.14159537,0.0901314124
2024-01-24,0.0677920986686095,0.0669935035705816,0.0669935035705816,0.070363926093364,0.0680498159043982,0.0965396,0.114717,0.09445162,0.117084,0.13693022,0.10126481200000001
2024-01-25,0.0749669404424489,0.075798637367602,0.075798637367602,0.0712921130712628,0.0744873720825179,0.08299126,0.110104,0.09363864,0.112164,0.14253573,0.0897009902
2024-01-26,0.0637742426091719,0.0643249976983131,0.0643249976983131,0.0641016753524937,0.0641318747994045,0.07654735,0.1079209999999999,0.09109837,0.105293,0.15022276,0.0831588495
2024-01-29,0.0484263834192199,0.0438268860613269,0.0438268860613269,0.0559935313609624,0.0482752059783318,0.08014466,0.106643,0.09205571,0.103638,0.14042262,0.0855481282
2024-01-30,0.052005762016226,0.0519296380950803,0.0519296380950803,0.0510176465314884,0.0517222731660942,0.08532732,0.10751,0.08738381,0.102173,0.15028733,0.08920182639999999
2024-01-31,0.1019236621291038,0.1044502030608193,0.1044502030608193,0.0976211605810472,0.1021494171959526,0.13035728,0.112883,0.0912280999999999,0.125881,0.13757393,0.1293277356
2024-02-01,0.082099078722151,0.0797398515651532,0.0797398515651532,0.0871892205144028,0.0822482625290656,0.08317526,0.111894,0.09119377,0.1232119999999999,0.13909264,0.09238371019999998
2024-02-02,0.0919125456764729,0.0902459158515269,0.0902459158515269,0.0965548520405617,0.0922759532070331,0.09566277,0.1133189999999999,0.0973741,0.113637,0.14336012,0.0997968429
2024-02-05,0.0667036656892765,0.0671799876251181,0.0671799876251181,0.0659789479191629,0.0667624558781514,0.09138323,0.114176,0.11034394,0.111328,0.14043549,0.09597052710000001
2024-02-06,0.0735992191527541,0.0725550505567125,0.0725550505567125,0.0752924454314908,0.0735089588443533,0.09266581,0.113,0.10884924,0.111262,0.13860064,0.09694293370000001
2024-02-07,0.0692553189265433,0.0656512504749116,0.0656512504749116,0.0750642391012247,0.0690128838864567,0.0912140999999999,0.115964,0.09796274,0.115816,0.14071886,0.09687253699999991
2024-02-08,0.0490340960538582,0.0491063740163191,0.0491063740163191,0.0493727417926915,0.0491550662343365,0.08222016,0.111296,0.09418499,0.106805,0.14082115,0.0878746732
2024-02-09,0.0449969443189591,0.0472413847070412,0.0472413847070412,0.0423192508191222,0.0454948921473956,0.0711336499999999,0.108697,0.09015129,0.102838,0.14363958,0.07842565049999992
2024-02-12,0.0509257864757745,0.0509817357991157,0.0509817357991157,0.0515630215327218,0.0511137351597929,0.07779587,0.107605,0.08727291,0.1016649999999999,0.1479605199999999,0.08328576989999997
